Code,Name,County,PreK Region,Total Served by All Programs (unduplicated) 3s & 4s,Total Full Day Seats (unduplicated) 3s & 4s,Total Half Day Seats (unduplicated)  3s & 4s,Total UPK              (Half and Full Day),Half-Day UPK 3-Yr.-Olds,Half-Day UPK 4-Yr.-Olds,Total Half-Day UPK,Full-Day UPK 3-Yr.-Olds,Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,Total Conversions (other grants),Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,New Full-Day Seats,Total Seats Served by Federal SUFDPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,Total TPK              (Half and Full Day),Half-Day TPK 3-Yr.-Olds,Half-Day TPK 4-Yr.-Olds,Total Half-Day TPK,Full-Day TPK 3-Yr.-Olds,Full-Day TPK 4-Yr.-Olds,Total Full-Day TPK,Students Served in Half Day Slots,Students Served in Full Day Slots,2021-22 PROXY FOR UNSERVED FOUR-YEAR-OLDS,Percentage Served         2021-22
260801,E. IRONDEQUOIT,MONROE,Finger Lakes,83 ,0 ,83 ,83 ,0 ,83 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,0 ,180,46%
260803,W. IRONDEQUOIT,MONROE,Finger Lakes,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,216,9%
260901,HONEOYE FALLS ,MONROE,Finger Lakes,55 ,55 ,0 ,14 ,0 ,0 ,0 ,0 ,14 ,14 ,0 ,41 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55 ,126,44%
261001,SPENCERPORT   ,MONROE,Finger Lakes,72 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,72 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,72 ,180,40%
261101,HILTON        ,MONROE,Finger Lakes,156 ,36 ,120 ,120 ,11 ,109 ,120 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,109 ,36 ,237,61%
261201,PENFIELD      ,MONROE,Finger Lakes,118 ,118 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,116 ,116 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,118 ,332,36%
261301,FAIRPORT      ,MONROE,Finger Lakes,54 ,54 ,0 ,8 ,0 ,0 ,0 ,0 ,8 ,8 ,0 ,10 ,10 ,36 ,0 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,54 ,300,18%
261313,EAST ROCHESTER,MONROE,Finger Lakes,45 ,0 ,45 ,45 ,0 ,45 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45 ,0 ,73,62%
261401,PITTSFORD     ,MONROE,Finger Lakes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,388,0%
261501,CHURCHVILLE CH,MONROE,Finger Lakes,65 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65 ,191,34%
261600,ROCHESTER     ,MONROE,Finger Lakes,"3,288 ","2,882 ",406 ,"3,270 ",134 ,272 ,406 ,"1,207 ","1,657 ","2,864 ",0 ,0 ,0 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,272 ,"1,675 ",1786,100%
261701,RUSH HENRIETTA,MONROE,Finger Lakes,254 ,108 ,146 ,174 ,0 ,146 ,146 ,0 ,28 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,146 ,108 ,311,82%
261801,BROCKPORT     ,MONROE,Finger Lakes,148 ,18 ,130 ,148 ,0 ,130 ,130 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,130 ,18 ,209,71%
261901,WEBSTER       ,MONROE,Finger Lakes,288 ,253 ,35 ,88 ,0 ,35 ,35 ,0 ,53 ,53 ,0 ,200 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35 ,253 ,523,55%
262001,WHEATLAND CHIL,MONROE,Finger Lakes,25 ,0 ,25 ,25 ,0 ,25 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,33,76%
270100,AMSTERDAM     ,MONTGOMERY,Mohawk Valley,197 ,197 ,0 ,158 ,0 ,0 ,0 ,75 ,83 ,158 ,92 ,0 ,0 ,39 ,92 ,131 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,122 ,204,60%
270301,CANAJOHARIE   ,MONTGOMERY,Mohawk Valley,50 ,50 ,0 ,50 ,0 ,0 ,0 ,14 ,36 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,44,82%
270601,FONDA FULTONVI,MONTGOMERY,Mohawk Valley,72 ,72 ,0 ,55 ,0 ,0 ,0 ,0 ,55 ,55 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,72 ,77,94%
270701,FORT PLAIN    ,MONTGOMERY,Mohawk Valley,38 ,38 ,0 ,11 ,0 ,0 ,0 ,0 ,11 ,11 ,0 ,0 ,0 ,27 ,0 ,27 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,32,100%
271201,OP-EPH-ST JHNS,MONTGOMERY,Mohawk Valley,33 ,33 ,0 ,33 ,0 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,30,100%
280100,GLEN COVE     ,NASSAU,Long Island,91 ,91 ,0 ,39 ,0 ,0 ,0 ,0 ,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,52 ,52 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,91 ,180,51%
280201,HEMPSTEAD     ,NASSAU,Long Island,249 ,249 ,0 ,165 ,0 ,0 ,0 ,0 ,165 ,165 ,0 ,84 ,84 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,249 ,562,44%
280202,UNIONDALE     ,NASSAU,Long Island,342 ,342 ,0 ,342 ,0 ,0 ,0 ,0 ,342 ,342 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,342 ,397,86%
280203,EAST MEADOW   ,NASSAU,Long Island,225 ,225 ,0 ,57 ,0 ,0 ,0 ,0 ,57 ,57 ,0 ,168 ,168 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,225 ,475,47%
280204,NORTH BELLMORE,NASSAU,Long Island,163 ,121 ,42 ,77 ,0 ,42 ,42 ,0 ,35 ,35 ,0 ,86 ,86 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42 ,121 ,229,71%
280205,LEVITTOWN     ,NASSAU,Long Island,248 ,248 ,0 ,105 ,0 ,0 ,0 ,0 ,105 ,105 ,0 ,143 ,143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,248 ,455,55%
280206,SEAFORD       ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,164,0%
280207,BELLMORE      ,NASSAU,Long Island,114 ,114 ,0 ,114 ,0 ,0 ,0 ,0 ,114 ,114 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,114 ,171,67%
280208,ROOSEVELT     ,NASSAU,Long Island,168 ,168 ,0 ,148 ,0 ,0 ,0 ,20 ,128 ,148 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,148 ,189,78%
280209,FREEPORT      ,NASSAU,Long Island,289 ,168 ,121 ,289 ,0 ,121 ,121 ,0 ,168 ,168 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,121 ,168 ,331,87%
280210,BALDWIN       ,NASSAU,Long Island,113 ,113 ,0 ,17 ,0 ,0 ,0 ,0 ,17 ,17 ,0 ,96 ,96 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,113 ,226,50%
280211,OCEANSIDE     ,NASSAU,Long Island,180 ,180 ,0 ,62 ,0 ,0 ,0 ,10 ,52 ,62 ,0 ,118 ,118 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,170 ,308,55%
280212,MALVERNE      ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,133,0%
280213,V STR THIRTEEN,NASSAU,Long Island,110 ,110 ,0 ,30 ,0 ,0 ,0 ,0 ,30 ,30 ,0 ,80 ,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,110 ,221,50%
280214,HEWLETT WOODME,NASSAU,Long Island,157 ,155 ,2 ,58 ,0 ,2 ,2 ,0 ,56 ,56 ,0 ,99 ,99 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,155 ,275,57%
280215,LAWRENCE      ,NASSAU,Long Island,188 ,64 ,124 ,188 ,2 ,122 ,124 ,0 ,64 ,64 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,122 ,64 ,277,67%
280216,ELMONT        ,NASSAU,Long Island,241 ,241 ,0 ,241 ,0 ,0 ,0 ,0 ,241 ,241 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,241 ,318,76%
280217,FRANKLIN SQUAR,NASSAU,Long Island,154 ,117 ,37 ,79 ,0 ,37 ,37 ,0 ,42 ,42 ,0 ,75 ,75 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,117 ,212,73%
280218,GARDEN CITY   ,NASSAU,Long Island,38 ,38 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,325,12%
280219,EAST ROCKAWAY ,NASSAU,Long Island,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,63,57%
280220,LYNBROOK      ,NASSAU,Long Island,90 ,90 ,0 ,24 ,0 ,0 ,0 ,0 ,24 ,24 ,0 ,66 ,66 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,167,54%
280221,ROCKVILLE CENT,NASSAU,Long Island,65 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65 ,268,24%
280222,FLORAL PARK   ,NASSAU,Long Island,154 ,144 ,10 ,78 ,0 ,10 ,10 ,1 ,67 ,68 ,0 ,76 ,76 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,143 ,196,78%
280223,WANTAGH       ,NASSAU,Long Island,110 ,110 ,0 ,46 ,0 ,0 ,0 ,0 ,46 ,46 ,0 ,64 ,64 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,110 ,166,66%
280224,V STR TWENTY-F,NASSAU,Long Island,49 ,49 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,48 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,49 ,124,40%
280225,MERRICK       ,NASSAU,Long Island,122 ,122 ,0 ,54 ,0 ,0 ,0 ,0 ,54 ,54 ,0 ,28 ,28 ,40 ,0 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,122 ,180,68%
280226,ISLAND TREES  ,NASSAU,Long Island,68 ,68 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,49 ,49 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,68 ,127,54%
280227,WEST HEMPSTEAD,NASSAU,Long Island,79 ,79 ,0 ,26 ,0 ,0 ,0 ,0 ,26 ,26 ,0 ,53 ,53 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79 ,122,65%
280229,NORTH MERRICK ,NASSAU,Long Island,73 ,73 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,21 ,0 ,52 ,52 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,73 ,127,57%
280230,VALLEY STR UF ,NASSAU,Long Island,117 ,117 ,0 ,63 ,0 ,0 ,0 ,0 ,63 ,63 ,0 ,54 ,54 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,117 ,155,75%
280231,ISLAND PARK   ,NASSAU,Long Island,60 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,60 ,0 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,60 ,68,88%
280251,VALLEY STR CHS,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0%
280252,SEWANHAKA     ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0%
280253,BELLMORE-MERRI,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0%
280300,LONG BEACH    ,NASSAU,Long Island,156 ,0 ,156 ,156 ,0 ,156 ,156 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,156 ,0 ,201,78%
280401,WESTBURY      ,NASSAU,Long Island,226 ,66 ,160 ,226 ,0 ,160 ,160 ,10 ,56 ,66 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160 ,56 ,325,66%
280402,EAST WILLISTON,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,70,0%
280403,ROSLYN        ,NASSAU,Long Island,19 ,0 ,19 ,19 ,0 ,19 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,157,12%
280404,PORT WASHINGTO,NASSAU,Long Island,193 ,193 ,0 ,193 ,0 ,0 ,0 ,0 ,193 ,193 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,193 ,332,58%
280405,NEW HYDE PARK ,NASSAU,Long Island,98 ,98 ,0 ,28 ,0 ,0 ,0 ,0 ,28 ,28 ,0 ,70 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,98 ,183,54%
280406,MANHASSET     ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,176,0%
280407,GREAT NECK    ,NASSAU,Long Island,240 ,0 ,240 ,240 ,0 ,240 ,240 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,240 ,0 ,358,67%
280409,HERRICKS      ,NASSAU,Long Island,141 ,141 ,0 ,57 ,0 ,0 ,0 ,0 ,57 ,57 ,0 ,84 ,84 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,141 ,215,66%
280410,MINEOLA       ,NASSAU,Long Island,109 ,109 ,0 ,89 ,0 ,0 ,0 ,1 ,88 ,89 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,194,56%
280411,CARLE PLACE   ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79,0%
280501,NORTH SHORE   ,NASSAU,Long Island,49 ,49 ,0 ,49 ,0 ,0 ,0 ,0 ,49 ,49 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,49 ,169,29%
280502,SYOSSET       ,NASSAU,Long Island,200 ,200 ,0 ,81 ,0 ,0 ,0 ,0 ,81 ,81 ,0 ,119 ,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,200 ,339,59%
280503,LOCUST VALLEY ,NASSAU,Long Island,23 ,23 ,0 ,23 ,0 ,0 ,0 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,104,22%
280504,PLAINVIEW     ,NASSAU,Long Island,164 ,164 ,0 ,67 ,0 ,0 ,0 ,0 ,67 ,67 ,0 ,97 ,97 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,164 ,320,51%
280506,OYSTER BAY    ,NASSAU,Long Island,36 ,1 ,35 ,36 ,0 ,35 ,35 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35 ,1 ,108,33%
280515,JERICHO       ,NASSAU,Long Island,57 ,57 ,0 ,57 ,0 ,0 ,0 ,0 ,57 ,57 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57 ,118,48%
280517,HICKSVILLE    ,NASSAU,Long Island,199 ,130 ,69 ,82 ,0 ,69 ,69 ,0 ,13 ,13 ,0 ,117 ,117 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,69 ,130 ,331,60%
280518,PLAINEDGE     ,NASSAU,Long Island,101 ,101 ,0 ,40 ,0 ,0 ,0 ,0 ,40 ,40 ,0 ,61 ,61 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,101 ,197,51%
280521,BETHPAGE      ,NASSAU,Long Island,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,156,23%
280522,FARMINGDALE   ,NASSAU,Long Island,189 ,37 ,152 ,156 ,0 ,152 ,152 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,152 ,37 ,305,62%
280523,MASSAPEQUA    ,NASSAU,Long Island,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,425,0%
300000,NEW YORK CITY ,NEW YORK,New York City,"91,671 ","90,760 ",911 ,"78,239 ",2 ,909 ,911 ,"27,625 ","49,703 ","77,328 ","30,014 ",0 ,0 ,"13,432 ","30,014 ","43,446 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,909 ,"63,135 ",63192,100%
400301,LEWISTON PORTE,NIAGARA,Western New York,90 ,85 ,5 ,90 ,0 ,5 ,5 ,0 ,85 ,85 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,85 ,136,66%
400400,LOCKPORT      ,NIAGARA,Western New York,149 ,40 ,109 ,149 ,0 ,109 ,109 ,0 ,40 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,109 ,40 ,270,55%
400601,NEWFANE       ,NIAGARA,Western New York,62 ,0 ,62 ,62 ,0 ,62 ,62 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,62 ,0 ,69,90%
400701,NIAGARA WHEATF,NIAGARA,Western New York,125 ,125 ,0 ,125 ,0 ,0 ,0 ,0 ,125 ,125 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125 ,206,61%
400800,NIAGARA FALLS ,NIAGARA,Western New York,541 ,541 ,0 ,501 ,0 ,0 ,0 ,207 ,294 ,501 ,0 ,0 ,0 ,40 ,0 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,334 ,416,80%
400900,N. TONAWANDA  ,NIAGARA,Western New York,122 ,122 ,0 ,122 ,0 ,0 ,0 ,0 ,122 ,122 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,122 ,172,71%
401001,STARPOINT     ,NIAGARA,Western New York,38 ,0 ,38 ,38 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,0 ,166,23%
401201,ROYALTON HARTL,NIAGARA,Western New York,63 ,0 ,63 ,63 ,0 ,63 ,63 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,63 ,0 ,67,94%
401301,BARKER        ,NIAGARA,Western New York,28 ,17 ,11 ,23 ,0 ,11 ,11 ,0 ,12 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,17 ,36,78%
401501,WILSON        ,NIAGARA,Western New York,37 ,37 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,68,54%
410401,ADIRONDACK    ,ONEIDA,Mohawk Valley,78 ,78 ,0 ,78 ,0 ,0 ,0 ,21 ,57 ,78 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57 ,61,93%
410601,CAMDEN        ,ONEIDA,Mohawk Valley,86 ,0 ,86 ,86 ,0 ,86 ,86 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,86 ,0 ,132,65%
